month,day_type,hour,outdoor_dry_bulb_temperature,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,outdoor_relative_humidity,outdoor_relative_humidity_predicted_6h,outdoor_relative_humidity_predicted_12h,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,carbon_intensity,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,action
7.0,7.0,24.0,20.0,18.3,22.8,20.0,84.0,81.0,68.0,81.0,0.0,25.0,964.0,0.0,0.0,100.0,815.0,0.0,0.1707244126403808,1.780216666666666,0.0,0.0,1.780216666666666,0.22,0.22,0.22,0.22,0.588054895401001
8.0,1.0,1.0,20.1,19.4,22.8,19.4,79.0,79.0,71.0,87.0,0.0,201.0,966.0,0.0,0.0,444.0,747.0,0.0,0.1573190581037597,1.4057500000000005,0.0,0.5578778576037715,5.169301330566407,0.22,0.22,0.22,0.22,0.16663169860839844
8.0,1.0,2.0,19.7,21.1,22.2,19.4,78.0,73.0,73.0,87.0,0.0,420.0,683.0,0.0,0.0,592.0,291.0,0.0,0.1545025601953125,1.1874666666666671,0.0,0.7096861134796995,2.253906402125662,0.22,0.22,0.22,0.22,0.2535529136657715
8.0,1.0,3.0,19.3,22.2,22.8,19.4,78.0,71.0,71.0,90.0,0.0,554.0,522.0,0.0,0.0,491.0,153.0,0.0,0.1509448778981933,1.1001333333333332,0.0,0.9412799266036124,2.722865857498757,0.22,0.22,0.22,0.22,0.4561708867549896
8.0,1.0,4.0,18.9,21.7,22.2,18.9,78.0,73.0,71.0,90.0,0.0,778.0,444.0,0.0,0.0,734.0,174.0,0.0,0.1518198641750488,1.247566666666667,0.0,0.9999949588024617,1.6542924235548846,0.22,0.22,0.54,0.22,-0.4879484176635742
8.0,1.0,5.0,18.3,22.2,21.1,18.3,81.0,71.0,76.0,93.0,0.0,903.0,392.0,0.0,0.0,811.0,396.0,0.0,0.1580882182441406,0.7937833333333328,0.0,0.8284883025685705,-0.20621666666666705,0.22,0.22,0.54,0.22,0.6601254343986511
8.0,1.0,6.0,18.3,22.8,20.6,18.9,81.0,68.0,78.0,90.0,25.0,964.0,231.0,15.0,100.0,815.0,320.0,14.0,0.1619393621623535,0.9775666666666666,0.03531666660308838,0.9999938597921755,2.1065519847627003,0.22,0.22,0.54,0.22,-0.23425427079200745
8.0,1.0,7.0,19.4,22.8,20.6,20.0,79.0,71.0,73.0,87.0,201.0,966.0,27.0,116.0,444.0,747.0,143.0,42.0,0.164345968935791,1.269316666666667,0.14834999990463257,0.8284872035582843,0.12096666676203463,0.22,0.22,0.54,0.22,0.5001686811447144
8.0,1.0,8.0,21.1,22.2,20.0,20.0,73.0,73.0,76.0,87.0,420.0,683.0,0.0,252.0,592.0,291.0,0.0,74.0,0.1909981533635253,1.821616666666667,0.491600001970927,0.9999921689201571,2.493806839016987,0.22,0.22,0.54,0.22,-0.07845859974622726
8.0,1.0,9.0,22.2,22.8,20.6,20.0,71.0,71.0,70.0,84.0,554.0,522.0,0.0,292.0,491.0,153.0,0.0,35.0,0.202898866493164,1.412183333333334,1.1422166697184246,0.9138734202205467,-0.23216398595105536,0.22,0.22,0.22,0.22,-0.10809662938117981
8.0,1.0,10.0,21.7,22.2,20.6,21.7,73.0,71.0,73.0,76.0,778.0,444.0,0.0,436.0,734.0,174.0,0.0,95.0,0.212871689040039,2.091416666666668,1.866849998474121,0.795223038501805,-0.46724544175223004,0.22,0.54,0.22,0.22,-0.45228224992752075
8.0,1.0,11.0,22.2,21.1,19.4,21.7,71.0,76.0,81.0,73.0,903.0,392.0,0.0,604.0,811.0,396.0,0.0,209.0,0.2257099151513672,2.0143166666666668,2.510483311971029,0.3127669542995243,-3.390745045098064,0.22,0.54,0.22,0.22,-0.5120848417282104
8.0,1.0,12.0,22.8,20.6,20.0,22.2,68.0,78.0,81.0,71.0,964.0,231.0,0.0,589.0,815.0,320.0,0.0,144.0,0.2346078929833984,2.061816666666666,2.9756666615804037,0.0,-2.804596542391428,0.22,0.54,0.22,0.22,0.40806159377098083
8.0,1.0,13.0,22.8,20.6,19.4,21.0,71.0,73.0,87.0,78.0,966.0,27.0,0.0,554.0,747.0,143.0,0.0,133.0,0.2428606982099609,2.294866666666667,3.2155166625976563,0.38036972081193166,1.6909091784190644,0.22,0.54,0.22,0.22,-0.5588233470916748
8.0,1.0,14.0,22.2,20.0,19.4,21.0,73.0,76.0,87.0,78.0,683.0,0.0,0.0,907.0,291.0,0.0,0.0,685.0,0.242239251699707,3.1971499999999997,3.2508666636149086,0.0,-2.3631592314127743,0.22,0.54,0.22,0.22,-0.0722130835056305
8.0,1.0,15.0,22.8,20.6,19.4,22.8,71.0,70.0,90.0,68.0,522.0,0.0,0.0,789.0,153.0,0.0,0.0,777.0,0.242680302368164,3.39055,3.0851666564941405,0.0,0.3053833435058597,0.22,0.22,0.22,0.22,-0.44352224469184875
8.0,1.0,16.0,22.2,20.6,18.9,22.8,71.0,73.0,90.0,67.0,444.0,0.0,0.0,631.0,174.0,0.0,0.0,703.0,0.2452496696010742,2.4103999999999983,2.645166661580404,0.0,-0.2347666615804056,0.54,0.22,0.22,0.54,0.45097458362579346
8.0,1.0,17.0,21.1,19.4,18.3,22.2,76.0,81.0,93.0,68.0,392.0,0.0,0.0,443.0,396.0,0.0,0.0,585.0,0.2461469423500976,2.4775000000000005,1.9745166625976562,0.4226876403322362,3.389170867012921,0.54,0.22,0.22,0.54,0.5645110011100769
8.0,1.0,18.0,20.6,20.0,18.9,23.3,78.0,81.0,90.0,79.0,231.0,0.0,15.0,245.0,320.0,0.0,14.0,337.0,0.2427593985805664,1.9287666666666663,1.0821500008900962,0.9582193496294087,4.459416581770673,0.54,0.22,0.22,0.54,-0.4523845314979553
