month,day_type,hour,outdoor_dry_bulb_temperature,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,outdoor_relative_humidity,outdoor_relative_humidity_predicted_6h,outdoor_relative_humidity_predicted_12h,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,carbon_intensity,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,action
7.0,7.0,24.0,20.0,18.3,22.8,20.0,84.0,81.0,68.0,81.0,0.0,25.0,964.0,0.0,0.0,100.0,815.0,0.0,0.1707244126403808,1.4945166666666674,0.0,0.0,1.4945166666666674,0.22,0.22,0.22,0.22,0.29188254475593567
8.0,1.0,1.0,20.1,19.4,22.8,19.4,79.0,79.0,71.0,87.0,0.0,201.0,966.0,0.0,0.0,444.0,747.0,0.0,0.1573190581037597,1.1853499999999997,0.0,0.2679732440668544,3.053398286437988,0.22,0.22,0.22,0.22,-0.3106802701950073
8.0,1.0,2.0,19.7,21.1,22.2,19.4,78.0,73.0,73.0,87.0,0.0,420.0,683.0,0.0,0.0,592.0,291.0,0.0,0.1545025601953125,1.2106000000000003,0.0,0.0,-0.3678715891388675,0.22,0.22,0.22,0.22,0.3399541676044464
8.0,1.0,3.0,19.3,22.2,22.8,19.4,78.0,71.0,71.0,90.0,0.0,554.0,522.0,0.0,0.0,491.0,153.0,0.0,0.1509448778981933,1.512016666666667,0.0,0.31409353884690355,3.6877174810372315,0.22,0.22,0.22,0.22,0.11705262959003448
8.0,1.0,4.0,18.9,21.7,22.2,18.9,78.0,73.0,71.0,90.0,0.0,778.0,444.0,0.0,0.0,734.0,174.0,0.0,0.1518198641750488,2.5578833333333337,0.0,0.4207330911592903,3.307016872226198,0.22,0.22,0.54,0.22,-0.04604483023285866
8.0,1.0,5.0,18.3,22.2,21.1,18.3,81.0,71.0,76.0,93.0,0.0,903.0,392.0,0.0,0.0,811.0,396.0,0.0,0.1580882182441406,0.9428833333333334,0.0,0.37019257556389434,0.6481978866852939,0.22,0.22,0.54,0.22,0.6394012570381165
8.0,1.0,6.0,18.3,22.8,20.6,18.9,81.0,68.0,78.0,90.0,25.0,964.0,231.0,15.0,100.0,815.0,320.0,14.0,0.1619393621623535,0.8563499999999997,0.12975,0.9752240806778865,4.818746733631904,0.22,0.22,0.54,0.22,0.3536604344844818
8.0,1.0,7.0,19.4,22.8,20.6,20.0,79.0,71.0,73.0,87.0,201.0,966.0,27.0,116.0,444.0,747.0,143.0,42.0,0.164345968935791,0.9258833333333332,0.7305166666666666,0.9999915951401254,0.36935629205748943,0.22,0.22,0.54,0.22,0.318062961101532
8.0,1.0,8.0,21.1,22.2,20.0,20.0,73.0,73.0,76.0,87.0,420.0,683.0,0.0,252.0,592.0,291.0,0.0,74.0,0.1909981533635253,2.0711000000000004,1.4249833333333333,0.999991459209588,0.6461158740995423,0.22,0.22,0.54,0.22,0.26290082931518555
8.0,1.0,9.0,22.2,22.8,20.6,20.0,71.0,71.0,70.0,84.0,554.0,522.0,0.0,292.0,491.0,153.0,0.0,35.0,0.202898866493164,3.3353500000000005,2.0181333333333336,0.9999914592089688,1.3172166666630565,0.22,0.22,0.22,0.22,-0.6326951384544373
