month,day_type,hour,outdoor_dry_bulb_temperature,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,outdoor_relative_humidity,outdoor_relative_humidity_predicted_6h,outdoor_relative_humidity_predicted_12h,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,carbon_intensity,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,action
7.0,7.0,24.0,20.0,18.3,22.8,20.0,84.0,81.0,68.0,81.0,0.0,25.0,964.0,0.0,0.0,100.0,815.0,0.0,0.1707244126403808,0.7707166666666666,0.0,0.0,0.7707166666666666,0.22,0.22,0.22,0.22,-0.21101194620132446
8.0,1.0,1.0,20.1,19.4,22.8,19.4,79.0,79.0,71.0,87.0,0.0,201.0,966.0,0.0,0.0,444.0,747.0,0.0,0.1573190581037597,0.8917500000000004,0.0,0.0,0.8917500000000004,0.22,0.22,0.22,0.22,-0.6291183233261108
8.0,1.0,2.0,19.7,21.1,22.2,19.4,78.0,73.0,73.0,87.0,0.0,420.0,683.0,0.0,0.0,592.0,291.0,0.0,0.1545025601953125,1.4260000000000006,0.0,0.0,1.4260000000000006,0.22,0.22,0.22,0.22,0.5850375890731812
8.0,1.0,3.0,19.3,22.2,22.8,19.4,78.0,71.0,71.0,90.0,0.0,554.0,522.0,0.0,0.0,491.0,153.0,0.0,0.1509448778981933,0.2345499999999998,0.0,0.5550153894854667,3.9787905700683592,0.22,0.22,0.22,0.22,0.40186941623687744
8.0,1.0,4.0,18.9,21.7,22.2,18.9,78.0,73.0,71.0,90.0,0.0,778.0,444.0,0.0,0.0,734.0,174.0,0.0,0.1518198641750488,0.2352999999999997,0.0,0.9293181711161776,2.8072567404371545,0.22,0.22,0.54,0.22,0.633041501045227
8.0,1.0,5.0,18.3,22.2,21.1,18.3,81.0,71.0,76.0,93.0,0.0,903.0,392.0,0.0,0.0,811.0,396.0,0.0,0.1580882182441406,0.2948166666666669,0.0,0.9999950654649734,0.7820197202105432,0.22,0.22,0.54,0.22,-0.19573764503002167
8.0,1.0,6.0,18.3,22.8,20.6,18.9,81.0,68.0,78.0,90.0,25.0,964.0,231.0,15.0,100.0,815.0,320.0,14.0,0.1619393621623535,0.2676999999999999,0.0,0.8284884092310824,-0.7323,0.22,0.22,0.54,0.22,-0.34428563714027405
8.0,1.0,7.0,19.4,22.8,20.6,20.0,79.0,71.0,73.0,87.0,201.0,966.0,27.0,116.0,444.0,747.0,143.0,42.0,0.164345968935791,0.5473500000000003,0.0,0.45607110215894736,-1.6560646446781835,0.22,0.22,0.54,0.22,0.6523961424827576
8.0,1.0,8.0,21.1,22.2,20.0,20.0,73.0,73.0,76.0,87.0,420.0,683.0,0.0,252.0,592.0,291.0,0.0,74.0,0.1909981533635253,0.3123666666666665,0.0,0.9999921821533715,3.9997626667824586,0.22,0.22,0.54,0.22,-0.052350837737321854
8.0,1.0,9.0,22.2,22.8,20.6,20.0,71.0,71.0,70.0,84.0,554.0,522.0,0.0,292.0,491.0,153.0,0.0,35.0,0.202898866493164,0.4044,0.0,0.9425302872837188,0.06935822301328398,0.22,0.22,0.22,0.22,-0.6645549535751343
8.0,1.0,10.0,21.7,22.2,20.6,21.7,73.0,71.0,73.0,76.0,778.0,444.0,0.0,436.0,734.0,174.0,0.0,95.0,0.212871689040039,0.6441999999999997,0.0,0.578873506384401,-1.504992576186142,0.22,0.54,0.22,0.22,0.3661394715309143
8.0,1.0,11.0,22.2,21.1,19.4,21.7,71.0,76.0,81.0,73.0,903.0,392.0,0.0,604.0,811.0,396.0,0.0,209.0,0.2257099151513672,0.480466666666667,0.0,0.9183170795157384,2.823729666472385,0.22,0.54,0.22,0.22,0.331978976726532
8.0,1.0,12.0,22.8,20.6,20.0,22.2,68.0,78.0,81.0,71.0,964.0,231.0,0.0,589.0,815.0,320.0,0.0,144.0,0.2346078929833984,0.1711333333333332,0.0,0.9999855298260748,0.7374373098664149,0.22,0.54,0.22,0.22,0.2030162811279297
8.0,1.0,13.0,22.8,20.6,19.4,21.0,71.0,73.0,87.0,78.0,966.0,27.0,0.0,554.0,747.0,143.0,0.0,133.0,0.2428606982099609,0.1715333333333332,0.0,0.999985087394691,0.1715307536586228,0.22,0.54,0.22,0.22,-0.20872759819030762
8.0,1.0,14.0,22.2,20.0,19.4,21.0,73.0,76.0,87.0,78.0,683.0,0.0,0.0,907.0,291.0,0.0,0.0,685.0,0.242239251699707,0.1720666666666665,0.0,0.8284784311607999,-0.8279333333333334,0.22,0.54,0.22,0.22,0.32726994156837463
8.0,1.0,15.0,22.8,20.6,19.4,22.8,71.0,70.0,90.0,68.0,522.0,0.0,0.0,789.0,153.0,0.0,0.0,777.0,0.242680302368164,0.7430999999999999,0.0,0.9999843061310251,1.9330901525332038,0.22,0.22,0.22,0.22,-0.45780569314956665
8.0,1.0,16.0,22.2,20.6,18.9,22.8,71.0,73.0,90.0,67.0,444.0,0.0,0.0,631.0,174.0,0.0,0.0,703.0,0.2452496696010742,3.4765666666666672,0.0,0.8284776498971339,2.4765666666666672,0.54,0.22,0.22,0.54,0.37166497111320496
8.0,1.0,17.0,21.1,19.4,18.3,22.2,76.0,81.0,93.0,68.0,392.0,0.0,0.0,443.0,396.0,0.0,0.0,585.0,0.2461469423500976,1.589966666666667,0.0,0.9999825951736405,2.7730565099718367,0.54,0.22,0.22,0.54,-0.19446821510791779
8.0,1.0,18.0,20.6,20.0,18.9,23.3,78.0,81.0,90.0,79.0,231.0,0.0,15.0,245.0,320.0,0.0,14.0,337.0,0.2427593985805664,2.394866666666667,0.0,0.8284759389397495,1.3948666666666671,0.54,0.22,0.22,0.54,0.7490371465682983
8.0,1.0,19.0,20.6,19.4,20.0,22.8,73.0,87.0,87.0,68.0,27.0,0.0,116.0,27.0,143.0,0.0,42.0,147.0,0.2415094735551758,3.7947500000000014,0.0,0.9999808896042931,4.965833726025208,0.54,0.22,0.22,0.54,-0.31160494685173035
8.0,1.0,20.0,20.0,19.4,20.0,22.8,76.0,87.0,87.0,61.0,0.0,0.0,252.0,0.0,0.0,0.0,74.0,0.0,0.2435890921015625,3.320166666666668,0.0,0.828474233370402,2.320166666666668,0.54,0.22,0.22,0.54,0.4220463037490845
8.0,1.0,21.0,20.6,19.4,20.0,20.0,70.0,90.0,84.0,84.0,0.0,0.0,292.0,0.0,0.0,0.0,35.0,0.0,0.2407391921699218,1.7074500000000004,0.0,0.9999791934120025,2.8828599174030796,0.22,0.22,0.22,0.22,0.3052369952201843
8.0,1.0,22.0,20.6,18.9,21.7,20.6,73.0,90.0,76.0,78.0,0.0,0.0,436.0,0.0,0.0,0.0,95.0,0.0,0.229270379796875,2.5115333333333334,0.0,0.9999782751038977,2.511527978974937,0.22,0.22,0.22,0.22,0.04468416050076485
8.0,1.0,23.0,19.4,18.3,21.7,20.6,81.0,93.0,73.0,78.0,0.0,0.0,604.0,0.0,0.0,0.0,209.0,0.0,0.2152947268957519,0.8765333333333332,0.0,0.9999782750997145,0.8765333333089423,0.22,0.22,0.22,0.22,0.7586819529533386
8.0,1.0,24.0,20.0,18.9,22.2,19.4,81.0,90.0,71.0,79.0,0.0,15.0,589.0,0.0,0.0,14.0,144.0,0.0,0.1915788613100585,1.1414166666666683,0.0,0.9999782750997145,1.1414166666666683,0.22,0.22,0.22,0.22,0.23884671926498413
8.0,2.0,1.0,19.4,20.0,21.0,20.0,87.0,87.0,78.0,78.0,0.0,116.0,554.0,0.0,0.0,42.0,133.0,0.0,0.1727136117854004,1.5170833333333338,0.0,0.9999782750997145,1.5170833333333338,0.22,0.22,0.22,0.22,-0.5793755054473877
8.0,2.0,2.0,19.4,20.0,21.0,19.4,87.0,87.0,78.0,84.0,0.0,252.0,907.0,0.0,0.0,74.0,685.0,0.0,0.1668172895336914,0.2119333333333333,0.0,0.8284716188658233,-0.7880666666666666,0.22,0.22,0.22,0.22,0.5243521332740784
8.0,2.0,3.0,19.4,20.0,22.8,19.4,90.0,84.0,68.0,84.0,0.0,292.0,789.0,0.0,0.0,35.0,777.0,0.0,0.1635285398957519,1.127033333333333,0.0,0.9999774938327416,2.287303290259957,0.22,0.22,0.22,0.22,-0.12713977694511414
8.0,2.0,4.0,18.9,21.7,22.8,19.4,90.0,76.0,67.0,84.0,0.0,436.0,631.0,0.0,0.0,95.0,703.0,0.0,0.1625312271875,0.6340166666666649,0.0,0.8604267258459786,-0.17965885503700307,0.22,0.22,0.54,0.22,-0.25507256388664246
8.0,2.0,5.0,18.3,21.7,22.2,18.9,93.0,73.0,68.0,87.0,0.0,604.0,443.0,0.0,0.0,209.0,585.0,0.0,0.1673587400671387,0.2408999999999998,0.0,0.5812333961729025,-1.3915251508032096,0.22,0.22,0.54,0.22,0.619399905204773
8.0,2.0,6.0,18.9,22.2,23.3,19.4,90.0,71.0,79.0,84.0,15.0,589.0,245.0,27.0,14.0,144.0,337.0,144.0,0.1707614967763671,0.4416666666666667,0.0,0.9999746762897321,3.2665758837413543,0.22,0.22,0.54,0.22,-0.4970346987247467
8.0,2.0,7.0,20.0,21.0,22.8,21.1,87.0,78.0,68.0,76.0,116.0,554.0,27.0,192.0,42.0,133.0,147.0,395.0,0.183889502395996,0.7873166666666659,0.0,0.828468020055841,-0.212683333333334,0.22,0.22,0.54,0.22,-0.12362242490053177
8.0,2.0,8.0,20.0,21.0,22.8,22.8,87.0,78.0,61.0,66.0,252.0,907.0,0.0,404.0,74.0,685.0,0.0,609.0,0.1978049264521484,0.5122500000000001,0.0,0.6927786219291965,-0.2789111193771915,0.22,0.22,0.54,0.22,-0.34417587518692017
8.0,2.0,9.0,20.0,22.8,20.0,24.4,84.0,68.0,84.0,64.0,292.0,789.0,0.0,611.0,35.0,777.0,0.0,730.0,0.2108287670388183,0.2617166666666665,0.0,0.32048280772904925,-1.940945209435422,0.22,0.22,0.22,0.22,0.01242812629789114
8.0,2.0,10.0,21.7,22.8,20.6,23.9,76.0,67.0,78.0,66.0,436.0,631.0,0.0,778.0,95.0,703.0,0.0,793.0,0.2233762446647949,0.2558333333333335,0.0,0.3318050225963383,0.33537090365987804,0.22,0.54,0.22,0.22,0.05358549952507019
8.0,2.0,11.0,21.7,22.2,20.6,25.0,73.0,68.0,78.0,62.0,604.0,443.0,0.0,897.0,209.0,585.0,0.0,811.0,0.2393086775073242,0.2558500000000001,0.0,0.3806222366436825,0.5987866639785633,0.22,0.54,0.22,0.22,0.4228043854236603
8.0,2.0,12.0,22.2,23.3,19.4,25.0,71.0,79.0,79.0,58.0,589.0,245.0,0.0,958.0,144.0,337.0,0.0,815.0,0.2447691677241211,0.2573000000000002,0.0,0.7754751765443071,2.963164233578448,0.22,0.54,0.22,0.22,0.5336485505104065
8.0,2.0,13.0,21.0,22.8,20.0,25.0,78.0,68.0,78.0,58.0,554.0,27.0,0.0,960.0,133.0,147.0,0.0,819.0,0.2435676361811523,0.2564000000000001,0.0,0.9999669049204507,1.7733666401591575,0.22,0.54,0.22,0.22,-0.22144350409507751
8.0,2.0,14.0,21.0,22.8,19.4,24.4,78.0,61.0,84.0,58.0,907.0,0.0,0.0,901.0,685.0,0.0,0.0,812.0,0.2433008352714843,0.2628333333333332,0.0,0.8284602486865595,-0.7371666666666667,0.22,0.54,0.22,0.22,0.5287775993347168
8.0,2.0,15.0,22.8,20.0,19.4,25.0,68.0,84.0,84.0,56.0,789.0,0.0,0.0,790.0,777.0,0.0,0.0,771.0,0.2491606824584961,0.8434666666666668,0.0,0.9999649384742574,2.003087526893987,0.22,0.22,0.22,0.22,0.2316485196352005
8.0,2.0,16.0,22.8,20.6,19.4,23.9,67.0,78.0,84.0,64.0,631.0,0.0,0.0,632.0,703.0,0.0,0.0,604.0,0.2508627875458984,2.852416666666667,0.0,0.9999640324886951,2.852411384157042,0.54,0.22,0.22,0.54,-0.20275062322616577
8.0,2.0,17.0,22.2,20.6,18.9,23.3,68.0,78.0,87.0,64.0,443.0,0.0,0.0,362.0,585.0,0.0,0.0,293.0,0.2472610998481445,0.2570999999999998,0.0,0.828457376254804,-0.7429000000000001,0.54,0.22,0.22,0.54,0.008363292552530766
8.0,2.0,18.0,23.3,19.4,19.4,22.8,79.0,79.0,84.0,64.0,245.0,0.0,27.0,124.0,337.0,0.0,144.0,31.0,0.2365138431572265,1.77195,0.0,0.8360764183841866,1.825473105354365,0.54,0.22,0.22,0.54,-0.14540314674377441
8.0,2.0,19.0,22.8,20.0,21.1,22.2,68.0,78.0,76.0,68.0,27.0,0.0,192.0,13.0,147.0,0.0,395.0,13.0,0.2257806089484863,4.3891166666666654,0.0,0.6764816021658272,3.4585707641174785,0.54,0.22,0.22,0.54,0.13141395151615143
8.0,2.0,20.0,22.8,19.4,22.8,21.1,61.0,84.0,66.0,78.0,0.0,0.0,404.0,0.0,0.0,0.0,609.0,0.0,0.2217600739992676,3.770883333333333,0.0,0.7962009180788989,4.611901068864231,0.54,0.22,0.22,0.54,0.6454999446868896
8.0,2.0,21.0,20.0,19.4,24.4,20.6,84.0,84.0,64.0,78.0,0.0,0.0,611.0,0.0,0.0,0.0,730.0,0.0,0.2180475630119629,3.5683499999999992,0.0,0.9999618253045132,4.9479914144497466,0.22,0.22,0.22,0.22,0.484525591135025
8.0,2.0,22.0,20.6,19.4,23.9,20.6,78.0,84.0,66.0,73.0,0.0,0.0,778.0,0.0,0.0,0.0,793.0,0.0,0.2063346791623535,3.0923333333333343,0.0,0.9999607474185103,3.0923270485276793,0.22,0.22,0.22,0.22,-0.7256654500961304
8.0,2.0,23.0,20.6,18.9,25.0,20.0,78.0,87.0,62.0,76.0,0.0,0.0,897.0,0.0,0.0,0.0,811.0,0.0,0.1926318486711425,1.8373333333333344,0.0,0.8284540911846191,0.8373333333333345,0.22,0.22,0.22,0.22,-0.20444075763225555
8.0,2.0,24.0,19.4,19.4,25.0,18.9,79.0,84.0,58.0,84.0,0.0,27.0,958.0,0.0,0.0,144.0,815.0,0.0,0.1794455383181152,0.8679500000000002,0.0,0.6040601901675143,-0.4404184677001044,0.22,0.22,0.22,0.22,0.20280323922634125
8.0,3.0,1.0,20.0,21.1,25.0,19.4,78.0,76.0,58.0,81.0,0.0,192.0,960.0,0.0,0.0,395.0,819.0,0.0,0.1649591791411132,1.5989166666666683,0.0,0.7888151486041034,2.8968041093686328,0.22,0.22,0.22,0.22,0.6839316487312317
8.0,3.0,2.0,19.4,22.8,24.4,20.0,84.0,66.0,58.0,81.0,0.0,404.0,901.0,0.0,0.0,609.0,812.0,0.0,0.1573014365639648,0.2173333333333331,0.0,0.9999579299129485,1.6568974848255027,0.22,0.22,0.22,0.22,-0.49859943985939026
8.0,3.0,3.0,19.4,24.4,25.0,19.4,84.0,64.0,56.0,84.0,0.0,611.0,790.0,0.0,0.0,730.0,771.0,0.0,0.1590283751489258,0.5158166666666665,0.0,0.8284512736790574,-0.4841833333333334,0.22,0.22,0.22,0.22,-0.4715866446495056
8.0,3.0,4.0,19.4,23.9,23.9,18.9,84.0,66.0,64.0,87.0,0.0,778.0,632.0,0.0,0.0,793.0,604.0,0.0,0.1568993387729492,1.1457333333333353,0.0,0.3266521578469513,-1.8722884658258405,0.22,0.22,0.54,0.22,0.008212841115891933
8.0,3.0,5.0,18.9,25.0,23.3,18.9,87.0,62.0,64.0,87.0,0.0,897.0,362.0,0.0,0.0,811.0,293.0,0.0,0.1573835227626953,0.2542666666666668,0.0,0.33413406551233715,0.30682641439161207,0.22,0.22,0.54,0.22,0.5124996900558472
