month,day_type,hour,outdoor_dry_bulb_temperature,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,outdoor_relative_humidity,outdoor_relative_humidity_predicted_6h,outdoor_relative_humidity_predicted_12h,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,carbon_intensity,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,action
7.0,7.0,24.0,20.0,18.3,22.8,20.0,84.0,81.0,68.0,81.0,0.0,25.0,964.0,0.0,0.0,100.0,815.0,0.0,0.1707244126403808,2.18875,0.0,0.0,2.18875,0.22,0.22,0.22,0.22,-0.4921833872795105
8.0,1.0,1.0,20.1,19.4,22.8,19.4,79.0,79.0,71.0,87.0,0.0,201.0,966.0,0.0,0.0,444.0,747.0,0.0,0.1573190581037597,1.3706666666666665,0.0,0.0,1.3706666666666665,0.22,0.22,0.22,0.22,0.37999704480171204
8.0,1.0,2.0,19.7,21.1,22.2,19.4,78.0,73.0,73.0,87.0,0.0,420.0,683.0,0.0,0.0,592.0,291.0,0.0,0.1545025601953125,1.1012500000000005,0.0,0.3529310060328599,3.5332310867309573,0.22,0.22,0.22,0.22,0.30863362550735474
8.0,1.0,3.0,19.3,22.2,22.8,19.4,78.0,71.0,71.0,90.0,0.0,554.0,522.0,0.0,0.0,491.0,153.0,0.0,0.1509448778981933,0.5432166666666668,0.0,0.6369126159561386,2.518468116958038,0.22,0.22,0.22,0.22,-0.6870277523994446
8.0,1.0,4.0,18.9,21.7,22.2,18.9,78.0,73.0,71.0,90.0,0.0,778.0,444.0,0.0,0.0,734.0,174.0,0.0,0.1518198641750488,0.5428333333333334,0.0,0.0,-3.281349388833243,0.22,0.22,0.54,0.22,0.42382389307022095
8.0,1.0,5.0,18.3,22.2,21.1,18.3,81.0,71.0,76.0,93.0,0.0,903.0,392.0,0.0,0.0,811.0,396.0,0.0,0.1580882182441406,1.5124333333333329,0.0,0.3958671076009278,4.224888805594588,0.22,0.22,0.54,0.22,0.4089556038379669
8.0,1.0,6.0,18.3,22.8,20.6,18.9,81.0,68.0,78.0,90.0,25.0,964.0,231.0,15.0,100.0,815.0,320.0,14.0,0.1619393621623535,0.3486833333333335,0.022433333333333333,0.7771160456143894,2.943543486706407,0.22,0.22,0.54,0.22,-0.5106773376464844
8.0,1.0,7.0,19.4,22.8,20.6,20.0,79.0,71.0,73.0,87.0,201.0,966.0,27.0,116.0,444.0,747.0,143.0,42.0,0.164345968935791,0.678616666666667,0.118,0.23637888971460094,-2.707683667229759,0.22,0.22,0.54,0.22,-0.5334504842758179
8.0,1.0,8.0,21.1,22.2,20.0,20.0,73.0,73.0,76.0,87.0,420.0,683.0,0.0,252.0,592.0,291.0,0.0,74.0,0.1909981533635253,1.5065,0.3870166666666667,0.0,-0.3133074752922246,0.22,0.22,0.54,0.22,0.13963942229747772
8.0,1.0,9.0,22.2,22.8,20.6,20.0,71.0,71.0,70.0,84.0,554.0,522.0,0.0,292.0,491.0,153.0,0.0,35.0,0.202898866493164,1.652116666666667,0.9018166666666667,0.1272157531138933,1.6439795519729696,0.22,0.22,0.22,0.22,-0.20726436376571655
8.0,1.0,10.0,21.7,22.2,20.6,21.7,73.0,71.0,73.0,76.0,778.0,444.0,0.0,436.0,734.0,174.0,0.0,95.0,0.212871689040039,2.734783333333333,1.4672,0.0,0.5258293051957685,0.22,0.54,0.22,0.22,-0.5051701664924622
8.0,1.0,11.0,22.2,21.1,19.4,21.7,71.0,76.0,81.0,73.0,903.0,392.0,0.0,604.0,811.0,396.0,0.0,209.0,0.2257099151513672,2.9716666666666685,1.9663833333333334,0.0,1.005283333333335,0.22,0.54,0.22,0.22,-0.1379910111427307
8.0,1.0,12.0,22.8,20.6,20.0,22.2,68.0,78.0,81.0,71.0,964.0,231.0,0.0,589.0,815.0,320.0,0.0,144.0,0.2346078929833984,3.526,2.3154833333333333,0.0,1.2105166666666665,0.22,0.54,0.22,0.22,0.4430422782897949
8.0,1.0,13.0,22.8,20.6,19.4,21.0,71.0,73.0,87.0,78.0,966.0,27.0,0.0,554.0,747.0,143.0,0.0,133.0,0.2428606982099609,3.872033333333333,2.4993833333333333,0.41483349271249864,4.208076503170514,0.22,0.54,0.22,0.22,0.7071999907493591
8.0,1.0,14.0,22.2,20.0,19.4,21.0,73.0,76.0,87.0,78.0,683.0,0.0,0.0,907.0,291.0,0.0,0.0,685.0,0.242239251699707,3.4493666666666667,2.52475,0.9999822396143901,4.931116047252984,0.22,0.54,0.22,0.22,0.6719433069229126
8.0,1.0,15.0,22.8,20.6,19.4,22.8,71.0,70.0,90.0,68.0,522.0,0.0,0.0,789.0,153.0,0.0,0.0,777.0,0.242680302368164,3.336416666666667,2.4010833333333337,0.9999791094811568,0.9353150825359462,0.22,0.22,0.22,0.22,-0.3022550642490387
8.0,1.0,16.0,22.2,20.6,18.9,22.8,71.0,73.0,90.0,67.0,444.0,0.0,0.0,631.0,174.0,0.0,0.0,703.0,0.2452496696010742,2.2620666666666667,2.05805,0.8284724532472656,-0.7959833333333335,0.54,0.22,0.22,0.54,0.13843239843845367
8.0,1.0,17.0,21.1,19.4,18.3,22.2,76.0,81.0,93.0,68.0,392.0,0.0,0.0,443.0,396.0,0.0,0.0,585.0,0.2461469423500976,0.9674500625610356,1.5399,0.9545876371625792,0.31349821206043393,0.54,0.22,0.22,0.54,-0.030428482219576836
8.0,1.0,18.0,20.6,20.0,18.9,23.3,78.0,81.0,90.0,79.0,231.0,0.0,15.0,245.0,320.0,0.0,14.0,337.0,0.2427593985805664,0.1619500867366789,0.8406833333333331,0.9211887857754947,-0.8734711775929715,0.54,0.22,0.22,0.54,-0.614672064781189
8.0,1.0,19.0,20.6,19.4,20.0,22.8,73.0,87.0,87.0,68.0,27.0,0.0,116.0,27.0,143.0,0.0,42.0,147.0,0.2415094735551758,0.0059500605265299,0.07536666666666667,0.48911184825369053,-2.645228852806221,0.54,0.22,0.22,0.54,0.6888651251792908
