month,day_type,hour,outdoor_dry_bulb_temperature,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,outdoor_relative_humidity,outdoor_relative_humidity_predicted_6h,outdoor_relative_humidity_predicted_12h,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,carbon_intensity,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,action
7.0,7.0,24.0,20.0,18.3,22.8,20.0,84.0,81.0,68.0,81.0,0.0,25.0,964.0,0.0,0.0,100.0,815.0,0.0,0.1707244126403808,2.2758,0.0,0.0,2.2758,0.22,0.22,0.22,0.22,0.7047011852264404
8.0,1.0,1.0,20.1,19.4,22.8,19.4,79.0,79.0,71.0,87.0,0.0,201.0,966.0,0.0,0.0,444.0,747.0,0.0,0.1573190581037597,0.8511666666666671,0.0,0.6589975825135509,5.361254252115886,0.22,0.22,0.22,0.22,0.44649526476860046
8.0,1.0,2.0,19.7,21.1,22.2,19.4,78.0,73.0,73.0,87.0,0.0,420.0,683.0,0.0,0.0,592.0,291.0,0.0,0.1545025601953125,0.8346000000000005,0.0,0.9999964764940739,3.164330965513859,0.22,0.22,0.22,0.22,-0.6274496912956238
8.0,1.0,3.0,19.3,22.2,22.8,19.4,78.0,71.0,71.0,90.0,0.0,554.0,522.0,0.0,0.0,491.0,153.0,0.0,0.1509448778981933,0.8381666666666678,0.0,0.8284898202601827,-0.16183333333333205,0.22,0.22,0.22,0.22,-0.08697176724672318
8.0,1.0,4.0,18.9,21.7,22.2,18.9,78.0,73.0,71.0,90.0,0.0,778.0,444.0,0.0,0.0,734.0,174.0,0.0,0.1518198641750488,1.478433333333334,0.0,0.733026488245829,0.9218174321745705,0.22,0.22,0.54,0.22,-0.3729189932346344
8.0,1.0,5.0,18.3,22.2,21.1,18.3,81.0,71.0,76.0,93.0,0.0,903.0,392.0,0.0,0.0,811.0,396.0,0.0,0.1580882182441406,1.2561999999999995,0.0,0.3311415976247995,-1.1304659007206206,0.22,0.22,0.54,0.22,0.008279351517558098
8.0,1.0,6.0,18.3,22.8,20.6,18.9,81.0,68.0,78.0,90.0,25.0,964.0,231.0,15.0,100.0,815.0,320.0,14.0,0.1619393621623535,1.869516666666667,0.05801666666666667,0.3386843822893227,1.8644874033256305,0.22,0.22,0.54,0.22,-0.4016355872154236
8.0,1.0,7.0,19.4,22.8,20.6,20.0,79.0,71.0,73.0,87.0,201.0,966.0,27.0,116.0,444.0,747.0,143.0,42.0,0.164345968935791,0.8088166666666669,0.4460833333333333,0.0,-1.656103769640438,0.22,0.22,0.54,0.22,0.3976648151874542
8.0,1.0,8.0,21.1,22.2,20.0,20.0,73.0,73.0,76.0,87.0,420.0,683.0,0.0,252.0,592.0,291.0,0.0,74.0,0.1909981533635253,0.6159666666666668,1.1058833333333333,0.37018271799601515,2.0551125906767242,0.22,0.22,0.54,0.22,-0.2737328112125397
8.0,1.0,9.0,22.2,22.8,20.6,20.0,71.0,71.0,70.0,84.0,554.0,522.0,0.0,292.0,491.0,153.0,0.0,35.0,0.202898866493164,0.6272333333333332,1.8120999999999998,0.07130851447539992,-2.9367355809596276,0.22,0.22,0.22,0.22,0.6968210339546204
8.0,1.0,10.0,21.7,22.2,20.6,21.7,73.0,71.0,73.0,76.0,778.0,444.0,0.0,436.0,734.0,174.0,0.0,95.0,0.212871689040039,0.6180666666666665,2.42785,0.7238682066032226,2.649811524883709,0.22,0.54,0.22,0.22,0.2522810101509094
8.0,1.0,11.0,22.2,21.1,19.4,21.7,71.0,76.0,81.0,73.0,903.0,392.0,0.0,604.0,811.0,396.0,0.0,209.0,0.2257099151513672,0.6451333333333334,2.851,0.9542577985209375,-0.5912954626500007,0.22,0.54,0.22,0.22,0.3746059536933899
8.0,1.0,12.0,22.8,20.6,20.0,22.2,68.0,78.0,81.0,71.0,964.0,231.0,0.0,589.0,815.0,320.0,0.0,144.0,0.2346078929833984,0.7644333333333331,3.0393000000000003,0.9999818545524175,-1.9564302188132663,0.22,0.54,0.22,0.22,0.6485536694526672
8.0,1.0,13.0,22.8,20.6,19.4,21.0,71.0,73.0,87.0,78.0,966.0,27.0,0.0,554.0,747.0,143.0,0.0,133.0,0.2428606982099609,1.4323,3.00505,0.9999816057694283,-1.5727514505733755,0.22,0.54,0.22,0.22,-0.42261719703674316
8.0,1.0,14.0,22.2,20.0,19.4,21.0,73.0,76.0,87.0,78.0,683.0,0.0,0.0,907.0,291.0,0.0,0.0,685.0,0.242239251699707,1.9018333333333333,2.7586999999999997,0.8284749495355371,-1.8568666666666664,0.22,0.54,0.22,0.22,-0.7149702906608582
8.0,1.0,15.0,22.8,20.6,19.4,22.8,71.0,70.0,90.0,68.0,522.0,0.0,0.0,789.0,153.0,0.0,0.0,777.0,0.242680302368164,1.7299833333333332,2.3251,0.08993408501746722,-5.0253128871458985,0.22,0.22,0.22,0.22,-0.4429287016391754
8.0,1.0,16.0,22.2,20.6,18.9,22.8,71.0,73.0,90.0,67.0,444.0,0.0,0.0,631.0,174.0,0.0,0.0,703.0,0.2452496696010742,1.3914333333333335,1.6897,0.0,-0.8371977240170806,0.54,0.22,0.22,0.54,0.5086933970451355
