month,day_type,hour,outdoor_dry_bulb_temperature,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,outdoor_relative_humidity,outdoor_relative_humidity_predicted_6h,outdoor_relative_humidity_predicted_12h,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,carbon_intensity,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,action
7.0,7.0,24.0,20.0,18.3,22.8,20.0,84.0,81.0,68.0,81.0,0.0,25.0,964.0,0.0,0.0,100.0,815.0,0.0,0.1707244126403808,1.0096232096354177e-07,0.0,0.0,1.0096232096354177e-07,0.22,0.22,0.22,0.22,0.6987457871437073
8.0,1.0,1.0,20.1,19.4,22.8,19.4,79.0,79.0,71.0,87.0,0.0,201.0,966.0,0.0,0.0,444.0,747.0,0.0,0.1573190581037597,1.0185241699218762e-07,0.0,0.654140021574588,4.471973139572144,0.22,0.22,0.22,0.22,0.3921707272529602
8.0,1.0,2.0,19.7,21.1,22.2,19.4,78.0,73.0,73.0,87.0,0.0,420.0,683.0,0.0,0.0,592.0,291.0,0.0,0.1545025601953125,1.0083516438802096e-07,0.0,0.9999965062710643,2.3794743968982024,0.22,0.22,0.22,0.22,-0.5894860029220581
8.0,1.0,3.0,19.3,22.2,22.8,19.4,78.0,71.0,71.0,90.0,0.0,554.0,522.0,0.0,0.0,491.0,153.0,0.0,0.1509448778981933,1.0070800781250013e-07,0.0,0.8284898500371731,-0.9999998992919921,0.22,0.22,0.22,0.22,-0.43233802914619446
8.0,1.0,4.0,18.9,21.7,22.2,18.9,78.0,73.0,71.0,90.0,0.0,778.0,444.0,0.0,0.0,734.0,174.0,0.0,0.1518198641750488,1.0159810384114597e-07,0.0,0.3661303080253245,-2.766946312511668,0.22,0.22,0.54,0.22,0.0682855173945427
8.0,1.0,5.0,18.3,22.2,21.1,18.3,81.0,71.0,76.0,93.0,0.0,903.0,392.0,0.0,0.0,811.0,396.0,0.0,0.1580882182441406,9.943644205729169e-08,0.0,0.42834085900850444,0.4370237853384997,0.22,0.22,0.54,0.22,-0.2443312704563141
8.0,1.0,6.0,18.3,22.8,20.6,18.9,81.0,68.0,78.0,90.0,25.0,964.0,231.0,15.0,100.0,815.0,320.0,14.0,0.1619393621623535,1.0421673456827808e-07,0.027283333333333337,0.1605142710257968,-1.5909898540742151,0.22,0.22,0.54,0.22,-0.6724557876586914
8.0,1.0,7.0,19.4,22.8,20.6,20.0,79.0,71.0,73.0,87.0,201.0,966.0,27.0,116.0,444.0,747.0,143.0,42.0,0.164345968935791,1.0063846906026214e-07,0.1367,0.0,-1.1030181332940343,0.22,0.22,0.54,0.22,-0.21972404420375824
8.0,1.0,8.0,21.1,22.2,20.0,20.0,73.0,73.0,76.0,87.0,420.0,683.0,0.0,252.0,592.0,291.0,0.0,74.0,0.1909981533635253,0.4059333680470783,0.4404666666666666,0.0,-0.034533298619588315,0.22,0.22,0.54,0.22,0.1583116501569748
8.0,1.0,9.0,22.2,22.8,20.6,20.0,71.0,71.0,70.0,84.0,554.0,522.0,0.0,292.0,491.0,153.0,0.0,35.0,0.202898866493164,0.1293167622884115,0.9994500000000001,0.1442272465591133,0.14305056957875906,0.22,0.22,0.22,0.22,-0.09443502128124237
8.0,1.0,10.0,21.7,22.2,20.6,21.7,73.0,71.0,73.0,76.0,778.0,444.0,0.0,436.0,734.0,174.0,0.0,95.0,0.212871689040039,0.5406833609263104,1.6134666666666666,0.04057252649803715,-1.6771605488003436,0.22,0.54,0.22,0.22,-0.4655442237854004
8.0,1.0,11.0,22.2,21.1,19.4,21.7,71.0,76.0,81.0,73.0,903.0,392.0,0.0,604.0,811.0,396.0,0.0,209.0,0.2257099151513672,0.6703000000000002,2.143466666666667,0.0,-1.716999571780086,0.22,0.54,0.22,0.22,-0.3074626326560974
8.0,1.0,12.0,22.8,20.6,20.0,22.2,68.0,78.0,81.0,71.0,964.0,231.0,0.0,589.0,815.0,320.0,0.0,144.0,0.2346078929833984,2.1257333333333333,2.52135,0.0,-0.3956166666666667,0.22,0.54,0.22,0.22,0.40534576773643494
8.0,1.0,13.0,22.8,20.6,19.4,21.0,71.0,73.0,87.0,78.0,966.0,27.0,0.0,554.0,747.0,143.0,0.0,133.0,0.2428606982099609,2.9453333333333327,2.7166333333333332,0.37770644116106517,2.8228816068069325,0.22,0.54,0.22,0.22,-0.7629765868186951
8.0,1.0,14.0,22.2,20.0,19.4,21.0,73.0,76.0,87.0,78.0,683.0,0.0,0.0,907.0,291.0,0.0,0.0,685.0,0.242239251699707,1.4418333333333333,2.7384,0.0,-3.532883997092885,0.22,0.54,0.22,0.22,-0.11939682066440582
8.0,1.0,15.0,22.8,20.6,19.4,22.8,71.0,70.0,90.0,68.0,522.0,0.0,0.0,789.0,153.0,0.0,0.0,777.0,0.242680302368164,1.1886000000000003,2.6024833333333333,0.0,-1.413883333333333,0.22,0.22,0.22,0.22,0.33682435750961304
8.0,1.0,16.0,22.2,20.6,18.9,22.8,71.0,73.0,90.0,67.0,444.0,0.0,0.0,631.0,174.0,0.0,0.0,703.0,0.2452496696010742,0.4845333333333334,2.2280833333333336,0.31106972862922483,0.4120917383226437,0.54,0.22,0.22,0.54,0.6791413426399231
8.0,1.0,17.0,21.1,19.4,18.3,22.2,76.0,81.0,93.0,68.0,392.0,0.0,0.0,443.0,396.0,0.0,0.0,585.0,0.2461469423500976,0.0184167622884113,1.67505,0.9491184622849583,2.6897951787799563,0.54,0.22,0.22,0.54,0.0023264018818736076
8.0,1.0,18.0,20.6,20.0,18.9,23.3,78.0,81.0,90.0,79.0,231.0,0.0,15.0,245.0,320.0,0.0,14.0,337.0,0.2427593985805664,1.1647542317708341e-07,0.8797333333333333,0.9512378709249176,-0.8648445563151336,0.54,0.22,0.22,0.54,0.7592867612838745
8.0,1.0,19.0,20.6,19.4,20.0,22.8,73.0,87.0,87.0,68.0,27.0,0.0,116.0,27.0,143.0,0.0,42.0,147.0,0.2415094735551758,9.951591491699229e-08,0.0456,0.9999790667614802,0.29342531864292165,0.54,0.22,0.22,0.54,-0.7270371317863464
8.0,1.0,20.0,20.0,19.4,20.0,22.8,76.0,87.0,87.0,61.0,0.0,0.0,252.0,0.0,0.0,0.0,74.0,0.0,0.2435890921015625,1.0118484497070323e-07,0.0,0.828472410527589,-0.9999998988151549,0.54,0.22,0.22,0.54,0.302385151386261
8.0,1.0,21.0,20.6,19.4,20.0,20.0,70.0,90.0,84.0,84.0,0.0,0.0,292.0,0.0,0.0,0.0,35.0,0.0,0.2407391921699218,1.0032653808593765e-07,0.0,0.9999780206259219,1.1939061081855538,0.22,0.22,0.22,0.22,-0.7629318237304688
8.0,1.0,22.0,20.6,18.9,21.7,20.6,73.0,90.0,76.0,78.0,0.0,0.0,436.0,0.0,0.0,0.0,95.0,0.0,0.229270379796875,1.0008165639495328e-07,0.0,0.8284713643920307,-0.9999998999183435,0.22,0.22,0.22,0.22,0.3053314983844757
8.0,1.0,23.0,19.4,18.3,21.7,20.6,81.0,93.0,73.0,78.0,0.0,0.0,604.0,0.0,0.0,0.0,209.0,0.0,0.2152947268957519,1.015007495880128e-07,0.0,0.9999763065984513,1.1934357096498165,0.22,0.22,0.22,0.22,-0.46614956855773926
8.0,1.0,24.0,20.0,18.9,22.2,19.4,81.0,90.0,71.0,79.0,0.0,15.0,589.0,0.0,0.0,14.0,144.0,0.0,0.1915788613100585,1.0341008504231781e-07,0.0,0.8284696503645601,-0.9999998965899148,0.22,0.22,0.22,0.22,-0.1437285840511322
8.0,2.0,1.0,19.4,20.0,21.0,20.0,87.0,87.0,78.0,78.0,0.0,116.0,554.0,0.0,0.0,42.0,133.0,0.0,0.1727136117854004,9.991129239400239e-08,0.0,0.6707110419721443,-0.9198394669990057,0.22,0.22,0.22,0.22,-0.7615936398506165
8.0,2.0,2.0,19.4,20.0,21.0,19.4,87.0,87.0,78.0,84.0,0.0,252.0,907.0,0.0,0.0,74.0,685.0,0.0,0.1668172895336914,9.99271869659425e-08,0.0,0.0,-3.9721668163434622,0.22,0.22,0.22,0.22,0.6055855751037598
8.0,2.0,3.0,19.4,20.0,22.8,19.4,90.0,84.0,68.0,84.0,0.0,292.0,789.0,0.0,0.0,35.0,777.0,0.0,0.1635285398957519,9.971062342325861e-08,0.0,0.5744921282948188,3.8756344959757794,0.22,0.22,0.22,0.22,0.19892138242721558
8.0,2.0,4.0,18.9,21.7,22.8,19.4,90.0,76.0,67.0,84.0,0.0,436.0,631.0,0.0,0.0,95.0,703.0,0.0,0.1625312271875,9.9929173787435e-08,0.0,0.7557122867001962,1.27305588121434,0.22,0.22,0.54,0.22,0.39103758335113525
8.0,2.0,5.0,18.3,21.7,22.2,18.9,93.0,73.0,68.0,87.0,0.0,604.0,443.0,0.0,0.0,209.0,585.0,0.0,0.1673587400671387,9.969472885131848e-08,0.0,0.9999667484213632,1.6807069014107718,0.22,0.22,0.54,0.22,-0.4656563401222229
8.0,2.0,6.0,18.9,22.2,23.3,19.4,90.0,71.0,79.0,84.0,15.0,589.0,245.0,27.0,14.0,144.0,337.0,144.0,0.1707614967763671,0.0001667609989643,0.027483333333333335,0.8284600921874721,-1.027316572334369,0.22,0.22,0.54,0.22,0.21431969106197357
8.0,2.0,7.0,20.0,21.0,22.8,21.1,87.0,78.0,68.0,76.0,116.0,554.0,27.0,192.0,42.0,133.0,147.0,395.0,0.183889502395996,0.0039834178407986,0.14726666666666668,0.9999646540485072,1.061521315496218,0.22,0.22,0.54,0.22,0.500535249710083
8.0,2.0,8.0,20.0,21.0,22.8,22.8,87.0,78.0,61.0,66.0,252.0,907.0,0.0,404.0,74.0,685.0,0.0,609.0,0.1978049264521484,0.3243000470479329,0.4329333333333333,0.9999637127616707,-0.10863877462537036,0.22,0.22,0.54,0.22,0.08139539510011673
8.0,2.0,9.0,20.0,22.8,20.0,24.4,84.0,68.0,84.0,64.0,292.0,789.0,0.0,611.0,35.0,777.0,0.0,730.0,0.2108287670388183,1.166483333333333,0.9818333333333332,0.9999637127573827,0.1846499999749981,0.22,0.22,0.22,0.22,-0.1098979189991951
