month,day_type,hour,outdoor_dry_bulb_temperature,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,outdoor_relative_humidity,outdoor_relative_humidity_predicted_6h,outdoor_relative_humidity_predicted_12h,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,carbon_intensity,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,action
7.0,7.0,24.0,20.0,18.3,22.8,20.0,84.0,81.0,68.0,81.0,0.0,25.0,964.0,0.0,0.0,100.0,815.0,0.0,0.1707244126403808,0.9182333333333336,0.0,0.0,0.9182333333333336,0.22,0.22,0.22,0.22,0.7069429755210876
8.0,1.0,1.0,20.1,19.4,22.8,19.4,79.0,79.0,71.0,87.0,0.0,201.0,966.0,0.0,0.0,444.0,747.0,0.0,0.1573190581037597,0.8362833333333348,0.0,0.6608227683873211,5.360718376668296,0.22,0.22,0.22,0.22,-0.056228093802928925
8.0,1.0,2.0,19.7,21.1,22.2,19.4,78.0,73.0,73.0,87.0,0.0,420.0,683.0,0.0,0.0,592.0,291.0,0.0,0.1545025601953125,0.9629833333333352,0.0,0.599104635475001,0.6031248049963804,0.22,0.22,0.22,0.22,0.2134588360786438
8.0,1.0,3.0,19.3,22.2,22.8,19.4,78.0,71.0,71.0,90.0,0.0,554.0,522.0,0.0,0.0,491.0,153.0,0.0,0.1509448778981933,0.8555833333333351,0.0,0.793574148202233,2.2217146712571934,0.22,0.22,0.22,0.22,0.7799257040023804
8.0,1.0,4.0,18.9,21.7,22.2,18.9,78.0,73.0,71.0,90.0,0.0,778.0,444.0,0.0,0.0,734.0,174.0,0.0,0.1518198641750488,0.9595000000000016,0.0,0.999995116850473,2.392069755278217,0.22,0.22,0.54,0.22,0.4818079173564911
8.0,1.0,5.0,18.3,22.2,21.1,18.3,81.0,71.0,76.0,93.0,0.0,903.0,392.0,0.0,0.0,811.0,396.0,0.0,0.1580882182441406,0.8707499999999992,0.0,0.9999939976498865,0.8707434743023319,0.22,0.22,0.54,0.22,0.48886212706565857
8.0,1.0,6.0,18.3,22.8,20.6,18.9,81.0,68.0,78.0,90.0,25.0,964.0,231.0,15.0,100.0,815.0,320.0,14.0,0.1619393621623535,1.0371833333333331,0.21561666822433478,0.9999939976447882,0.8215666650792719,0.22,0.22,0.54,0.22,0.023505376651883125
8.0,1.0,7.0,19.4,22.8,20.6,20.0,79.0,71.0,73.0,87.0,201.0,966.0,27.0,116.0,444.0,747.0,143.0,42.0,0.164345968935791,0.8681499999999999,1.05521665763855,0.9999939976447882,-0.18706665763855013,0.22,0.22,0.54,0.22,-0.7755540013313293
8.0,1.0,8.0,21.1,22.2,20.0,20.0,73.0,73.0,76.0,87.0,420.0,683.0,0.0,252.0,592.0,291.0,0.0,74.0,0.1909981533635253,0.8279166666666665,1.8094333394368491,0.8284873414108971,-1.9815166727701825,0.22,0.22,0.54,0.22,0.6600342392921448
8.0,1.0,9.0,22.2,22.8,20.6,20.0,71.0,71.0,70.0,84.0,554.0,522.0,0.0,292.0,491.0,153.0,0.0,35.0,0.202898866493164,1.4790500000000006,2.376033332824707,0.9999932163900989,0.2673016056680453,0.22,0.22,0.22,0.22,0.7337122559547424
8.0,1.0,10.0,21.7,22.2,20.6,21.7,73.0,71.0,73.0,76.0,778.0,444.0,0.0,436.0,734.0,174.0,0.0,95.0,0.212871689040039,1.8689666666666664,2.7602166646321615,0.9999923067863203,-0.8912553015717721,0.22,0.54,0.22,0.22,-0.04639372229576111
8.0,1.0,11.0,22.2,21.1,19.4,21.7,71.0,76.0,81.0,73.0,903.0,392.0,0.0,604.0,811.0,396.0,0.0,209.0,0.2257099151513672,2.545816666666667,2.9255999908447268,0.9490689725940223,-0.6767008626020585,0.22,0.54,0.22,0.22,-0.26627427339553833
8.0,1.0,12.0,22.8,20.6,20.0,22.2,68.0,78.0,81.0,71.0,964.0,231.0,0.0,589.0,815.0,320.0,0.0,144.0,0.2346078929833984,3.2747333333333337,2.887866668701172,0.6580472334382427,-1.3172751793504232,0.22,0.54,0.22,0.22,-0.5758822560310364
8.0,1.0,13.0,22.8,20.6,19.4,21.0,71.0,73.0,87.0,78.0,966.0,27.0,0.0,554.0,747.0,143.0,0.0,133.0,0.2428606982099609,2.7658499999999995,2.632666679382324,0.05101965476468712,-3.552429001581662,0.22,0.54,0.22,0.22,0.353911429643631
